verb,lemma
Proclaimed,proclaim
menaces,menace
vides,vide
Cleaned,clean
Dunotaire,dunotaire
eek,eek
Kamrathustru,kamrathustru
intuit,intuit
"stated:""To","stated:""to"
Guessed,guess
errand,errand
toils,toil
blazon,blazon
Unheeding,unheede
untamed,untame
revelling,revel
sanctions,sanction
flagellate,flagellate
tristeza,tristeza
rakes,rake
سیامک,سیامک
briefs,brief
Ribbiting,ribbite
whoring,whore
penalising,penalise
Supplied,supply
clinic,clinic
Reevaluated,reevaluate
desolated,desolate
unregistered,unregistere
versione,versione
demonises,demonise
harkens,harken
selective,selective
hkit,hkit
colony,colony
quickness,quickness
thinktank,thinktank
madewas,madewa
Empires,empire
vamping,vamp
glozing,gloze
Spoiling,spoil
solemnised,solemnise
guó,guó
•Denouncing,•denounce
WAALM,WAALM
Po'l,Po'l
llegaremos,llegaremo
L'alţi,L'alţi
Flunking,flunk
Nică,nică
معلّم,معلّم
institutionalizes,institutionalize
gęgacze,gęgacze
Extracted,extract
bulged,bulge
standardizes,standardize
pomegranate,pomegranate
Beeping,beep
beinstant,beinstant
everythinglike,everythinglike
Kirmaşanî‎,Kirmaşanî‎
žoga,žoga
mosting,moste
baile,baile
clasp,clasp
Rig,rig
declinarse,declinarse
revalidated,revalidate
trabaría,trabaría
mangüer,mangüer
Navanunca,Navanunca
Cuadros,cuadro
Undecided,undecide
manriqueño,manriqueño
underling,underle
enying,enye
miseducating,miseducate
housings,housing
†Died,†die
fuegos,fuego
stenciling,stencil
apariencias,apariencia
roba,roba
Hog,hog
Intersecting,intersect
ingressed,ingresse
Trio,trio
algebras,algebra
Shamed,shame
indited,indite
rimes,rime
Withdrawn,withdraw
masthead,masthead
bawls,bawl
aypenny,aypenny
squeaks,squeak
Twopence,twopence
mparato,mparato
tickles,tickle
Flori,flori
copilăriei,copilăriei
lumii,lumii
ögonblick,ögonblick
scarified,scarify
Marches,march
newsreel,newsreel
"poetry"".1","poetry"".1"
بودیم,بودیم
گویی,گویی
annexe,annexe
Seaned,seane
snålskjuts,snålskjut
wčela,wčela
insight,insight
Bravo,bravo
Burst,burst
vaijayantika,vaijayantika
electroshock,electroshock
https://babel.hathitrust.org/cgi/pt?id=hvd.hnqlqv;view=1up;seq=36,https://babel.hathitrust.org/cgi/pt?id=hvd.hnqlqv;view=1up;seq=36
Shoulda,shoulda
Reinvented,reinvent
scrapes,scrape
scabbed,scabbe
Scabbed,scabbe
shoos,shoo
unwarrented,unwarrente
kumt,kumt
smoothened,smoothen
falsches,falsche
Orestes,oreste
infantiles,infantile
FOUND,find
vocalizes,vocalize
Discourse,discourse
broadsides,broadside
Circumnavigate,circumnavigate
Mining,mine
Everek,everek
Sendeyken,Sendeyken
kanı,kanı
Cling,cling
″distinguished,″distinguishe
Camarillo,camarillo
اشراق,اشراق
onewinged,onewinge
droop,droop
protégés,protégés
Despairing,despair
reengage,reengage
95–6,95–6
potentiated,potentiate
Churches,church
discredits,discredit
chickified,chickifie
earmark,earmark
photosynthesizing,photosynthesize
braising,braise
reprimandable,reprimandable
qualità,qualità
linebacker,linebacker
Postmortem,postmortem
raptos,raptos
Suricalday,suricalday
pusblished,pusblishe
layman,layman
truffled,truffle
somos,somo
Bares,bare
amanece,amanece
habitantes,habitante
refracting,refract
domaines,domaine
parodizes,parodize
Azahares,azahare
migrantes,migrante
discurso,discurso
militarize,militarize
találkoztam,találkoztam
梁漱溟,梁漱溟
reinscribing,reinscribe
squinting,squint
raznijeh,raznijeh
unmitigated,unmitigate
töten,töten
incscribing,incscribe
superordinated,superordinate
Eignungsvertrag,eignungsvertrag
baštinici,baštinici
narod,narod
srpskoj,srpskoj
spomenici,spomenici
dahije,dahije
zakon,zakon
diplomatiques,diplomatique
Dvadeset,dvadeset
postanju,postanju
praktikovanju,praktikovanju
Hedges,hedge
appall,appall
plastic,plastic
Hila,hila
foreknowledge,foreknowledge
spøkelsesbyen,spøkelsesbyen
rulet,rulet
korov,korov
Freising,freise
Ave,ave
robotized,robotize
Points,point
raza,raza
Letanías,letanías
leaders,leader
musicking,musicke
schoolroom,schoolroom
fango,fango
Doping,dope
painkilling,painkille
refortified,refortifie
sprawls,sprawl
générales,générale
relativising,relativise
liberals,liberal
confluited,confluite
hollows,hollow
vertebrate,vertebrate
examples,example
Supping,sup
Remade,remade
chops,chop
Sustain,sustain
Pitted,pit
micromanaging,micromanage
restaurant,restaurant
reannexed,reannexe
assembly,assembly
Giralt,giralt
détracteurs,détracteur
misattributing,misattribute
behaviourist,behaviourist
systemise,systemise
frommes,fromme
demote,demote
disciples,disciple
Faithful,faithful
sunovrat,sunovrat
poslednji,poslednji
Devoured,devour
runom,runom
sablasti,sablasti
demokratija,demokratija
abovementioned,abovementione
mig,mig
טופז‎,טופז‎
satires,satire
lunas,luna
replac,replac
argonautes,argonaute
tra,tra
Cesare,cesare
Applegate,applegate
slim,slim
Деян,деян
Lovec,lovec
dajkája,dajkája
吉野,吉野
aravones,aravone
Πλούσιοι,Πλούσιοι
mystiko,mystiko
theios,theio
Diavoli,Diavoli
L'amore,L'amore
bighearted,bighearte
gter,gter
sullying,sully
↘,↘
dargestellt,dargestellt
sportswriter,sportswriter
subduing,subdue
Translate,translate
Blaise,blaise
n'est,n'est
pericolose,pericolose
proferred,proferre
reincorporate,reincorporate
blunders,blunder
Bloqueo,bloqueo
Trilobite,trilobite
Rattlesnake,rattlesnake
Tehching,tehche
parrying,parry
workhouse,workhouse
Defacing,deface
Processed,process
cijelo,cijelo
Folds,fold
nonclassified,nonclassifie
Ottakring,ottakre
savaging,savage
inženjering,inženjere
guesstimated,guesstimate
PIC16F84,PIC16F84
scam,scam
mislabelled,mislabelle
steamer,steamer
cartographer,cartographer
engrafted,engraft
engrafts,engraft
nonmatriculating,nonmatriculate
barnacled,barnacle
viele,viele
sears,sear
sear,sear
lucis,luci
społeczeństwo,społeczeństwo
Trailović,Trailović
Refreshing,refresh
deprovincialized,deprovincialize
prejudicating,prejudicate
expedition,expedition
punkish,punkish
crvenkape,crvenkape
sitnih,sitnih
outlives,outlive
venac,venac
squabbles,squabble
perlacke,perlacke
historiographer,historiographer
šaljive,šaljive
För,för
literalize,literalize
secularizing,secularize
Deteriorating,deteriorate
Uncovers,uncover
adulterates,adulterate
poisons,poison
fawn,fawn
bodes,bode
flashbacks,flashback
nonlinear,nonlinear
mime,mime
Don,don
"Dracula""—cemented","dracula""—cemente"
unsealing,unseal
Sphere,Sphere
Katzenpiraten,Katzenpiraten
Rome/,Rome/
motiv,motiv
Tutzing,tutze
hairdressing,hairdresse
XoJane,xojane
državnu,državnu
gimnaziju,gimnaziju
ORION,ORION
Noten,noten
Dimna,dimna
Implies,imply
saj,saj
d.815,d.815
Rhazes,rhaze
lequi,lequi
stratifying,stratify
shanty,shanty
Lami'a,Lami'a
versifies,versify
visualises,visualise
"for—150,000","for—150,000"
/mufarreḥ/,/mufarreḥ/
Saddle,saddle
Humble,humble
muqlid,muqlid
wollten,wollten
escribe,escribe
hæl,hæl
Rittenhouse,rittenhouse
guitar-,guitar-
Signals,signal
statecraft,statecraft
opbyggelighed,opbyggelighe
liberales,liberale
Unbuttoned,unbutton
scalping,scalp
sextraordinaires,sextraordinaire
craquer,craquer
Kashf,kashf
treble,treble
Cbeebies,cbeebie
prepossessed,prepossess
spectral,spectral
simmer,simmer
Upbuilding,upbuilde
Regine,regine
forlovede,forlovede
comptroller,comptroller
Sunwing,sunwe
Firewing,firewe
Starclimber,starclimber
dessinateurs,dessinateur
peintres,peintre
plasticiens,plasticien
Monmouthshire,monmouthshire
românesc,românesc
alighted,alight
Chafing,chafe
Crushing,crush
białej,białej
kochance,kochance
écrire,écrire
harpist,harpist
Stripling,striple
superscript,superscript
wends,wend
recrossed,recrosse
Puntila,puntila
méchanismes,méchanisme
vodka,vodka
nicknames,nickname
Teabing,teabe
Sayyed,sayye
sayyed,sayye
desocialised,desocialise
bin,bin
termas,terma
godverdomse,godverdomse
lelijke,lelijke
Hypocrisy,hypocrisy
Perleporten,Perleporten
heltespor,heltespor
Accompany,accompany
Why?Following,why?followe
synchronizing,synchronize
freestanding,freestande
eroticizing,eroticize
sexted,sexte
denaturalize,denaturalize
landholdings,landholding
bayt,bayt
الحرب,الحرب
Witnessed,witness
"author""—it","author""—it"
embroidering,embroider
IS.In,IS.In
estét,estét
palsied,palsy
Ascends,ascend
unspoke,unspeak
Harp,harp
peskar,peskar
litterateur,litterateur
đela,đela
Đikić,Đikić
landholding,landholde
envelope,envelope
percolate,percolate
Outed,out
Roboteering,roboteere
Tining,tin
ning,ne
kining,kine
kasing,kase
sakiton,sakiton
Caressed,caress
Bathed,bathe
brind,brind
קרן,קרן
ogled,ogle
apostles,apostle
tituled,titule
refugiated,refugiate
dichotomised,dichotomise
flute,flute
roadworks,roadwork
Regaining,regain
AtoZ／運命のガイアメモリ,AtoZ／運命のガイアメモリ
Si'i,Si'i
Abateel,abateel
القوس,القوس
sassing,sass
pointedly,pointedly
houseguest,houseguest
אחר,אחר
Akko,Akko
•Established,•establishe
Átalakulások,Átalakulások
shabe,shabe
Examination,examination
exercing,exerce
chia,chia
cocurated,cocurate
Cornered,corner
praksis,praksis
bewails,bewail
Whiteheaded,whiteheade
maths,maths
d’Études,d’étude
Tremble,tremble
Assist,assist
homaged,homage
punkified,punkifie
shuriken,shuriken
1985)(engineered,1985)(engineere
secondhand,secondhand
subvertising,subvertise
engen,engen
flåten,flåten
activists,activist
crossmapping,crossmappe
crossmaps,crossmap
crossmapped,crossmappe
koten,koten
aoi,aoi
ginkakuji,ginkakuji
watashi,watashi
rikaisuru,rikaisuru
nihonbunka,nihonbunka
sakai,sakai
koe,koe
mihappyoushokan,mihappyoushokan
sekai,sekai
ikite,ikite
senjou,senjou
Kemal’le,Kemal’le
regiment,regiment
bolondok,bolondok
crève,crève
bestseller,bestseller
secrets,secret
Ensign,ensign
cactus,cactus
bivouac,bivouac
roust,roust
scampered,scamper
circumvalleted,circumvallete
Truncated,truncate
whither,whither
epîtres,epître
Discipline,discipline
Withhold,withhold
beatest,beatest
refiled,refile
mga,mga
Skowhegan,Skowhegan
repristinated,repristinate
ERRE,ERRE
Fastening,fasten
Tauns,taun
Increase,increase
papermaking,papermake
translucent,translucent
陶凱,陶凱
Pekkanen,pekkanen
škola,škola
srnců,srnců
yoked,yoke
jahta,jahta
knige,knige
njena,njena
Consisted,consist
way,way
previewing,preview
données,données
trulež,trulež
Popularized,popularize
devuelve,devuelve
pues,pue
mountain,mountain
ironworks,ironwork
enlikened,enlikene
contenting,content
reviewer'd,reviewer'd
aten,aten
CARRY,carry
laetevirens,laeteviren
renegade,renegade
BOBCOM,BOBCOM
lightning,lightne
Lerro,lerro
illustrators,illustrator
bshad,bshad
ower,ower
bi,bi
tung,tung
heezed,heeze
dirled,dirle
traivelled,traivelle
gied,gi
bay'ah,bay'ah
cena,cena
ruiseñores,ruiseñore
Reaping,reap
fehér,fehér
nélküled,nélküle
szomorú,szomorú
kenyerem,kenyerem
félj,félj
peregnek,peregnek
piros,piro
Vége,vége
swank,swank
savori,savori
Enslaving,enslave
ricos,rico
importantes,importante
barefooted,barefoote
retarding,retard
Shermanized,shermanize
Greened,green
doffing,doff
anorexia,anorexia
shews,shew
outpolled,outpolle
Maningning,maningne
cumbres,cumbre
Cries,cry
internationalised,internationalise
Lauding,laud
unauthenticated,unauthenticate
Shahed,shahe
Duffy,duffy
airheaded,airheade
salir,salir
zarandear,zarandear
esperando,esperando
feligreses,feligrese
diente,diente
plaga,plaga
Benning,benne
misstepped,missteppe
counterpunching,counterpunche
Vowing,vow
recloned,reclone
blackSUMMERS'night,blackSUMMERS'night
overstuffs,overstuff
resanctified,resanctifie
Dusgate,dusgate
reconsecrated,reconsecrate
betokening,betoken
praktično,praktično
metamorphosises,metamorphosise
Marković,Marković
svijet,svijet
Yoga(translated,yoga(translate
Domanović,Domanović
Stradije,stradije
гробља,гробља
adab,adab
Mohitlal,mohitlal
espaces,espace
taskforce,taskforce
עקיבא,עקיבא
Claims,claim
Leipzig,Leipzig
lustigen,lustigen
squirming,squirm
tobogganing,toboggan
/ˈkɒkrən/,/ˈkɒkrən/
winters,winter
coils,coil
pravěku,pravěku
kouzelník,kouzelník
italianated,italianate
Threading,thread
enjoins,enjoin
clientes,cliente
lobotomized,lobotomize
unscored,unscore
snacks,snack
Shredded,shred
Heel,heel
factionalized,factionalize
homesteading,homestead
نسیم,نسیم
Dichtungen,dichtungen
erlebte,erlebte
Ayurved,ayurve
Tuhure,tuhure
leve,leve
persecutes,persecute
https://www.telegraph.co.uk/news/2021/07/27/peter-tatchell-children-have-sexual-desires-early-age/,https://www.telegraph.co.uk/news/2021/07/27/peter-tatchell-children-have-sexual-desires-early-age/
quiz,quiz
Valuing,value
gayed,gaye
Bounded,bound
Kodagu,Kodagu
caped,cap
Proved,prove
Sócrates,sócrate
Origini,origini
airdrop,airdrop
ζωής,ζωής
kompakt,kompakt
verletzend,verletzend
kowtowing,kowtow
Raspail,raspail
pedido,pedido
majorities,majoritie
sculling,scull
arteriosclerosis,arteriosclerosis
dismissal,dismissal
erretten,erretten
mutualised,mutualise
eitlen,eitlen
seting,set
stalinistischer,stalinistischer
Bobbing,bob
dj,dj
entituled,entitule
Revolve,revolve
drools,drool
Illuminating,illuminate
acculturate,acculturate
hoaxing,hoax
Detecting,detect
platformed,platforme
Tillieux,tillieux
overcrowd,overcrowd
standalone,standalone
1956)—considered,1956)—considere
Durning,durne
Problem,problem
bonkers,bonker
Enlarged,enlarge
קבורת,קבורת
darkhe,darkhe
בדרכי,בדרכי
LIPA,LIPA
burp,burp
travail,travail
déshéritées,déshéritées
"Mafia""-styled","mafia""-style"
internationalize,internationalize
tradition,tradition
Dazzling,dazzle
anguishing,anguish
”-Excerpted,”-excerpte
謝冰瑩,謝冰瑩
从军日记,从军日记
符号,符号
在日本狱中,在日本狱中
Phelps,phelps
fags,fag
Surge,surge
overfill,overfill
reifies,reify
merrymaking,merrymake
Hypnotized,hypnotize
Însă,însă
overusing,overuse
arselicking,arselicke
imperator,imperator
Reintroduce,reintroduce
soapmaking,soapmake
ਸਦਕੇ,ਸਦਕੇ
kadī,kadī
beparwah,beparwah
saraa,saraa
Memorandum,memorandum
powellized,powellize
salts,salt
tannin,tannin
gringo,gringo
retrying,retry
ensembles,ensemble
soloists,soloist
unconcealed,unconceale
passa,passa
pluralize,pluralize
totalizing,totalize
australiens,australien
Ellijabeseujoui,ellijabeseujoui
privire,privire
templul,templul
stipended,stipende
Incinerated,incinerate
Lastling,lastle
Unfazed,unfaze
Splot,splot
regulacji,regulacji
administracji,administracji
שטיין,שטיין
איבער,איבער
חרוב,חרוב
ארטפנוס,ארטפנוס
bądź,bądź
feroces,feroce
immobilising,immobilise
versifying,versify
overspending,overspend
trenișor,trenișor
travailed,travail
plânge,plânge
plows,plow
wails,wail
slugs,slug
rids,rid
Rakshasa,rakshasa
Pledging,pledge
belonged-,belonged-
Chithrapadyam'-,chithrapadyam'-
reverenced,reverence
snoop,snoop
helpless,helpless
sachi,sachi
deeper,deeper
Multiplying,multiply
decentralize,decentralize
حميد,حميد
crystalized,crystalize
egressed,egress
republicana,republicana
Samoa,samoa
care--,care--
Supplanting,supplant
pencils,pencil
Tamsen,Tamsen
Whyte,whyte
liebstes,liebste
OQ,OQ
antidoping,antidope
Vogues,vogue
pornolized,pornolize
folkevisedikting,folkevisedikte
runner,runner
ardens,arden
subspecies,subspecie
Facebook,facebook
Lag,lag
sanctinoed,sanctinoe
Exhuming,exhume
Skriftställning,skriftställne
Substitute,substitute
koukla,koukla
Kri'a,Kri'a
Lyrics,lyric
Gallicized,gallicize
Contacted,contact
soundsinging,soundsinge
islas,isla
pentru,pentru
